ts,open,high,low,close,volume
2025-12-16 13:41:00+00:00,2944.92,2945.89,2941.41,2941.42,1016.558
2025-12-16 13:42:00+00:00,2941.41,2943.16,2939.5,2941.53,3433.089
2025-12-16 13:43:00+00:00,2941.52,2943.62,2939.99,2940.0,3076.698
2025-12-16 13:44:00+00:00,2939.99,2940.3,2932.0,2932.54,3867.906
