ts,open,high,low,close,volume
2025-12-16 13:41:00+00:00,87162.0,87183.5,87085.7,87085.8,51.262
2025-12-16 13:42:00+00:00,87085.8,87158.4,87030.2,87115.2,175.535
2025-12-16 13:43:00+00:00,87115.3,87164.4,87043.2,87052.9,146.723
2025-12-16 13:44:00+00:00,87052.8,87057.1,86897.2,86901.6,210.617
